xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	isobaric_expansion_coefficient (1/K)	isothermal_compressibility (1/Pa)	Prandtl (~)	total_dynamic_viscosity (Pa*s)	total_enthalpy (J/kg)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (m/s)	total_thermal_conductivity (W/m/K)	Reynolds (~)	Gruneisen (~)	mass_flow_rate (kg/s)
6.650000000000000000e+01	1.678799261888228066e+05	3.090411318781690042e+01	2.608090180900525912e+00	1.518526060759437435e+01	3.351396992432911781e-02	6.636479871738884039e-06	7.190860410508752576e-01	4.647647482172570530e-06	1.605917778786160052e+05	5.227161012342969116e+03	3.117683906690630010e+03	3.239797034576376404e+02	3.378455474177063933e-02	1.280732864200449985e+05	6.729698456197774625e-01	9.331597321693373831e-03
6.700000000000000000e+01	1.670731355296888214e+05	3.090860001318226580e+01	2.595212211041960870e+00	1.526024551017853348e+01	3.351310954718291629e-02	6.669810567697674753e-06	7.190537611107703508e-01	4.647438269167390205e-06	1.605934652818061877e+05	5.226993176505568044e+03	3.117675031526988278e+03	3.239710734847482740e+02	3.378346576428878367e-02	1.280790518752448843e+05	6.729383250687610563e-01	9.331372636502091589e-03
6.750000000000000000e+01	1.662623484117463522e+05	3.091306025310443673e+01	2.582278006634362466e+00	1.533632099696426998e+01	3.351224877513434008e-02	6.703476859419334968e-06	7.190214346217647101e-01	4.647229050989417788e-06	1.605951530416680325e+05	5.226825324420499783e+03	3.117666156078787935e+03	3.239624449724566944e+02	3.378237883112875789e-02	1.280848179921235569e+05	6.729068055193808684e-01	9.331153256330035339e-03
6.800000000000000000e+01	1.654474765414311260e+05	3.091749169553341403e+01	2.569286370674414233e+00	1.541348213214856422e+01	3.351138760810200290e-02	6.737483841816005720e-06	7.189890614722594941e-01	4.647019827639043760e-06	1.605968411582627159e+05	5.226657456083396937e+03	3.117657280344405535e+03	3.239538179210136377e+02	3.378129394759102344e-02	1.280905847707787179e+05	6.728752869716501106e-01	9.330918851173484671e-03
6.850000000000000000e+01	1.646284937671538501e+05	3.092189710777594414e+01	2.556236651093590329e+00	1.549179145696191995e+01	3.351052604600406742e-02	6.771836713457188352e-06	7.189566415500751040e-01	4.646810599116653523e-06	1.605985296316515014e+05	5.226489571489857553e+03	3.117648404322214901e+03	3.239451923306705226e+02	3.378021111900415124e-02	1.280963522113085055e+05	6.728437694255803292e-01	9.330691607199887924e-03
6.900000000000000000e+01	1.638053027214566828e+05	3.092627376807055839e+01	2.543127551614665638e+00	1.557123858581811326e+01	3.350966408875833552e-02	6.806540779219365209e-06	7.189241747424468532e-01	4.646601365422630781e-06	1.606002184618958272e+05	5.226321670635451483e+03	3.117639528010588947e+03	3.239365682016796200e+02	3.377913035072509229e-02	1.281021203138110723e+05	6.728122528811826264e-01	9.330446738974698326e-03
6.950000000000000000e+01	1.629778810274565767e+05	3.093062501730824110e+01	2.529958434032341330e+00	1.565189616930395822e+01	3.350880173628224823e-02	6.841601453017367499e-06	7.188916609360203047e-01	4.646392126557363475e-06	1.606019076490573352e+05	5.226153753515725839e+03	3.117630651407900586e+03	3.239279455342943379e+02	3.377805164813949684e-02	1.281078890783842362e+05	6.727807373384677714e-01	9.330211322575361968e-03
7.000000000000000000e+01	1.621461206056598166e+05	3.093494749901902097e+01	2.516727886892460297e+00	1.573374686476928375e+01	3.350793898849283026e-02	6.877024260620349026e-06	7.188591000168447209e-01	4.646182882521244630e-06	1.606035971931978129e+05	5.225985820126193175e+03	3.117621774512517732e+03	3.239193243287687665e+02	3.377697501666196422e-02	1.281136585051259754e+05	6.727492227974458672e-01	9.329955151866117791e-03
7.050000000000000000e+01	1.613100042141911108e+05	3.093924526791801100e+01	2.503435296436253399e+00	1.581687550627631644e+01	3.350707584530677324e-02	6.912814842555503226e-06	7.188264918703651807e-01	4.645973633314659645e-06	1.606052870943794260e+05	5.225817870462344217e+03	3.117612897322809204e+03	3.239107045853580757e+02	3.377590046173638977e-02	1.281194285941343260e+05	6.727177092581262396e-01	9.329711267329437313e-03
7.100000000000000000e+01	1.604694110760054900e+05	3.094351417698967310e+01	2.490079116939438286e+00	1.590125587391585960e+01	3.350621230664032474e-02	6.948978957102692249e-06	7.187938363814186937e-01	4.645764378938003237e-06	1.606069773526642530e+05	5.225649904519638767e+03	3.117604019837140640e+03	3.239020863043181748e+02	3.377482798883623544e-02	1.281251993455072807e+05	6.726861967205173265e-01	9.329442840934792577e-03
7.150000000000000000e+01	1.596243307905413967e+05	3.094775916988852060e+01	2.476658772577720491e+00	1.598698756798311926e+01	3.350534837240937841e-02	6.985522483383362665e-06	7.187611334342260960e-01	4.645555119391664195e-06	1.606086679681146925e+05	5.225481922293506614e+03	3.117595142053876771e+03	3.238934694859058823e+02	3.377375760346482819e-02	1.281309707593428029e+05	6.726546851846267883e-01	9.329190215083700208e-03
7.200000000000000000e+01	1.587746274637498136e+05	3.095197511400118984e+01	2.463172560296750913e+00	1.607403304741371741e+01	3.350448404252946710e-02	7.022451424547201148e-06	7.187283829123866097e-01	4.645345854676033848e-06	1.606103589407933468e+05	5.225313923779355719e+03	3.117586263971380049e+03	3.238848541303789830e+02	3.377268931115571388e-02	1.281367428357388708e+05	6.726231746504623965e-01	9.328908444465910596e-03
7.250000000000000000e+01	1.579202996807409218e+05	3.095616806140614585e+01	2.449619959390987756e+00	1.616250990211008798e+01	3.350361931691570039e-02	7.059771911060144431e-06	7.186955846988711816e-01	4.645136584791509454e-06	1.606120502707630803e+05	5.225145908972558573e+03	3.117577385588011111e+03	3.238762402379963419e+02	3.377162311747292783e-02	1.281425155747933895e+05	6.725916651180308126e-01	9.328646839577684619e-03
7.300000000000000000e+01	1.570611934680942213e+05	3.096033164889172085e+01	2.435999081474647276e+00	1.625236615945062013e+01	3.350275419548280620e-02	7.097490204097587362e-06	7.186627386760152669e-01	4.644927309738482342e-06	1.606137419580867572e+05	5.224977877868465839e+03	3.117568506902129684e+03	3.238676278090173923e+02	3.377055902801133491e-02	1.281482889766043518e+05	6.725601565873374765e-01	9.328350474170908277e-03
7.350000000000000000e+01	1.561973190957144543e+05	3.096447331300100103e+01	2.422309482846352946e+00	1.634374143245478095e+01	3.350188867814516552e-02	7.135612699046643913e-06	7.186298447255135002e-01	4.644718029517353159e-06	1.606154340028274746e+05	5.224809830462394530e+03	3.117559627912093674e+03	3.238590168437025909e+02	3.376949704839695560e-02	1.281540630412696628e+05	6.725286490583882726e-01	9.328079705203972880e-03
7.400000000000000000e+01	1.553285008677774458e+05	3.096858515117158817e+01	2.408549055617367429e+00	1.643656535559030729e+01	3.350102276481675689e-02	7.174145929121691223e-06	7.185969027284107025e-01	4.644508744128512388e-06	1.606171264050487080e+05	5.224641766749640738e+03	3.117550748616258261e+03	3.238504073423134741e+02	3.376843718428729907e-02	1.281598377688872861e+05	6.724971425311873086e-01	9.327767299208722732e-03
7.450000000000000000e+01	1.544547641413666133e+05	3.097267633270811515e+01	2.394717460956543587e+00	1.653100462695559258e+01	3.350015645541111475e-02	7.213096569097331886e-06	7.185639125650964409e-01	4.644299453572360674e-06	1.606188191648139036e+05	5.224473686725465086e+03	3.117541869012978168e+03	3.238417993051122039e+02	3.376737944137171016e-02	1.281656131595551269e+05	6.724656370057381372e-01	9.327487256663441126e-03
7.500000000000000000e+01	1.535759069997777988e+05	3.097673702537483109e+01	2.380812329575474173e+00	1.662696543700254637e+01	3.349928974984151681e-02	7.252471439163450111e-06	7.185308741152980350e-01	4.644090157849296971e-06	1.606205122821867699e+05	5.224305590385105461e+03	3.117532989100605391e+03	3.238331927323621358e+02	3.376632382537168159e-02	1.281713892133711634e+05	6.724341324820451993e-01	9.327157127547790888e-03
7.550000000000000000e+01	1.526919741824716621e+05	3.098077857209198172e+01	2.366833462994285320e+00	1.672464794131991894e+01	3.349842264802072034e-02	7.292277508906840019e-06	7.184977872580728953e-01	4.643880856959721924e-06	1.606222057572311605e+05	5.224137477723769734e+03	3.117524108877490562e+03	3.238245876243273074e+02	3.376527034204122868e-02	1.281771659304331988e+05	6.724026289601100492e-01	9.326867807710482669e-03
7.600000000000000000e+01	1.518027319753800111e+05	3.098478871597483320e+01	2.352778178927592556e+00	1.682392843547028249e+01	3.349755514986117039e-02	7.332521901424454381e-06	7.184646518718006414e-01	4.643671550904034487e-06	1.606238995900113077e+05	5.223969348736636675e+03	3.117515228341982493e+03	3.238159839812727796e+02	3.376421899716723629e-02	1.281829433108391968e+05	6.723711264399352405e-01	9.326517984103442280e-03
7.650000000000000000e+01	1.509082499310805288e+05	3.098878153331275342e+01	2.338646464436704431e+00	1.692504858081656849e+01	3.349668725527493729e-02	7.373211897573267920e-06	7.184314678341762184e-01	4.643462239682636153e-06	1.606255937805913563e+05	5.223801203418857767e+03	3.117506347492429086e+03	3.238073818034645797e+02	3.376316979656981965e-02	1.281887213546870626e+05	6.723396249215218834e-01	9.326219528984052917e-03
7.700000000000000000e+01	1.500082555992363777e+05	3.099274171293393820e+01	2.324435260422767602e+00	1.702784652372371355e+01	3.349581896417364035e-02	7.414354940362088931e-06	7.183982350222030133e-01	4.643252923295930957e-06	1.606272883290358295e+05	5.223633041765557209e+03	3.117497466327175516e+03	3.237987810911694737e+02	3.376212274610267822e-02	1.281945000620746432e+05	6.723081244048703109e-01	9.325847684940566026e-03
7.750000000000000000e+01	1.491028502236147760e+05	3.099668677745588852e+01	2.310144797077657852e+00	1.713261563062021509e+01	3.349495027646857276e-02	7.455958639490982491e-06	7.183649533121845288e-01	4.643043601744321239e-06	1.606289832354093378e+05	5.223464863771831915e+03	3.117488584844565139e+03	3.237901818446551943e+02	3.376107785165347736e-02	1.282002794330998731e+05	6.722766248899806341e-01	9.325540434963747530e-03
7.800000000000000000e+01	1.481917139515643357e+05	3.100059755796227279e+01	2.295771559230670444e+00	1.723914531364857439e+01	3.349408119207061829e-02	7.498030776043971893e-06	7.183316225797156118e-01	4.642834275028212729e-06	1.606306784997768118e+05	5.223296669432746057e+03	3.117479703042939946e+03	3.237815840641906107e+02	3.376003511914423688e-02	1.282060594678606139e+05	6.722451263768520757e-01	9.325143806639601615e-03
7.850000000000000000e+01	1.472749884452290717e+05	3.100449593440567853e+01	2.281316093661005961e+00	1.734779361460242342e+01	3.349321171089026522e-02	7.540579307341195739e-06	7.182982426996763481e-01	4.642624943148009460e-06	1.606323741222031822e+05	5.223128458743341980e+03	3.117470820920641472e+03	3.237729877500451607e+02	3.375899455453169190e-02	1.282118401664547127e+05	6.722136288654831926e-01	9.324828370155755289e-03
7.900000000000000000e+01	1.463522955870946462e+05	3.100835785156427704e+01	2.266774330287204986e+00	1.745828760456731743e+01	3.349234183283764793e-02	7.583612371956870034e-06	7.182648135462231798e-01	4.642415606104120550e-06	1.606340701027537289e+05	5.222960231698629286e+03	3.117461938476007617e+03	3.237643929024894760e+02	3.375795616380769526e-02	1.282176215289800020e+05	6.721821323558723194e-01	9.324403649676776124e-03
7.950000000000000000e+01	1.454238285534141760e+05	3.101221071461778678e+01	2.252147226283506498e+00	1.757106655407513074e+01	3.349147155782247059e-02	7.627138294909668065e-06	7.182313349927806900e-01	4.642206263896953422e-06	1.606357664414938772e+05	5.222791988293593931e+03	3.117453055707374915e+03	3.237557995217949838e+02	3.375691995299961307e-02	1.282234035555343726e+05	6.721506368480161253e-01	9.324080994712055995e-03
8.000000000000000000e+01	1.444891372965705232e+05	3.101602426094889253e+01	2.237430032904032196e+00	1.768577765547144764e+01	3.349060088575405575e-02	7.671165593032455281e-06	7.181978069120313890e-01	4.641996916526914651e-06	1.606374631384891982e+05	5.222623728523185491e+03	3.117444172613078536e+03	3.237472076082340209e+02	3.375588592817074102e-02	1.282291862462156423e+05	6.721191423419113908e-01	9.323624194340985119e-03
8.050000000000000000e+01	1.435484806449787575e+05	3.101983292324557340e+01	2.222624237691936511e+00	1.780296261225398879e+01	3.348972981654137204e-02	7.715702980528765288e-06	7.181642291759116059e-01	4.641787563994417590e-06	1.606391601938054955e+05	5.222455452382335352e+03	3.117435289191453194e+03	3.237386171620798336e+02	3.375485409542069298e-02	1.282349696011216147e+05	6.720876488375540081e-01	9.323295769834795410e-03
8.100000000000000000e+01	1.426013193672082270e+05	3.102359852887373393e+01	2.207724257667670553e+00	1.792216606927493672e+01	3.348885835009297179e-02	7.760759374723445438e-06	7.181306016555978333e-01	4.641578206299867967e-06	1.606408576075087476e+05	5.222287159865939429e+03	3.117426405440828603e+03	3.237300281836066915e+02	3.375382446088583122e-02	1.282407536203502386e+05	6.720561563349393142e-01	9.322802047273077639e-03
8.150000000000000000e+01	1.416479960012254014e+05	3.102736447720643298e+01	2.192732264450880653e+00	1.804405942781705363e+01	3.348798648631700486e-02	7.806343902015620479e-06	7.180969242215026194e-01	4.641368843443684217e-06	1.606425553796650784e+05	5.222118850968869083e+03	3.117417521359537204e+03	3.237214406730897167e+02	3.375279703073969656e-02	1.282465383039990993e+05	6.720246648340616469e-01	9.322469943534469200e-03
8.200000000000000000e+01	1.406878602671852859e+05	3.103108248347246345e+01	2.177641644481906891e+00	1.816805539447186035e+01	3.348711422512128805e-02	7.852465904042244685e-06	7.180631967432609120e-01	4.641159475426274609e-06	1.606442535103408445e+05	5.221950525685966568e+03	3.117408636945905073e+03	3.237128546308048840e+02	3.375177181119343173e-02	1.282523236521662038e+05	6.719931743349152331e-01	9.321933376131213977e-03
8.250000000000000000e+01	1.397213615350092005e+05	3.103480742595182207e+01	2.162455450780111033e+00	1.829499026281352059e+01	3.348624156641320793e-02	7.899134944060935570e-06	7.180294190897247297e-01	4.640950102248053343e-06	1.606459519996026938e+05	5.221782184012045036e+03	3.117399752198260103e+03	3.237042700570291913e+02	3.375074880849622538e-02	1.282581096649493120e+05	6.719616848374935225e-01	9.321600537631553191e-03
8.300000000000000000e+01	1.387477106654373929e+05	3.103847804908043173e+01	2.147165790398744445e+00	1.842410657078098524e+01	3.348536851009974169e-02	7.946360813561381141e-06	7.179955911289522819e-01	4.640740723909437159e-06	1.606476508475172741e+05	5.221613825941892173e+03	3.117390867114926550e+03	3.236956869520406030e+02	3.374972802893576318e-02	1.282638963424461544e+05	6.719301963417882995e-01	9.321013829099259254e-03
8.350000000000000000e+01	1.377674935500318825e+05	3.104216397694239760e+01	2.131776851646773441e+00	1.855645111752170351e+01	3.348449505608751264e-02	7.994153539114756625e-06	7.179617127281986422e-01	4.640531340410843643e-06	1.606493500541515532e+05	5.221445451470263833e+03	3.117381981694227761e+03	3.236871053161179361e+02	3.374870947883867184e-02	1.282696836847544619e+05	6.718987088477921255e-01	9.320684337355205490e-03
8.400000000000000000e+01	1.367797466812074417e+05	3.104578725800833183e+01	2.116279145629491154e+00	1.869104637142525505e+01	3.348362120428276939e-02	8.042523389471398088e-06	7.179277837539050910e-01	4.640321951752684455e-06	1.606510496195726446e+05	5.221277060591890404e+03	3.117373095934485264e+03	3.236785251495408033e+02	3.374769316457101181e-02	1.282754716919721832e+05	6.718672223554963407e-01	9.320038434889018134e-03
8.450000000000000000e+01	1.357852307067032962e+05	3.104943652715662239e+01	2.100678323439447936e+00	1.882920899928104674e+01	3.348274695459131645e-02	8.091480882917093849e-06	7.178938040716921209e-01	4.640112557935383958e-06	1.606527495438478363e+05	5.221108653301472259e+03	3.117364209834017856e+03	3.236699464525900112e+02	3.374667909253872139e-02	1.282812603641968599e+05	6.718357368648911754e-01	9.319717885575421953e-03
8.500000000000000000e+01	1.347827622370782774e+05	3.105301226310765017e+01	2.084962895816675488e+00	1.896967602686971333e+01	3.348187230691859056e-02	8.141036794899213482e-06	7.178597735463462248e-01	4.639903158959358044e-06	1.606544498270445911e+05	5.220940229593680669e+03	3.117355323391144339e+03	3.236613692255471051e+02	3.374566726918809545e-02	1.282870497015263827e+05	6.718042523759663043e-01	9.319001477427370575e-03
8.550000000000000000e+01	1.337733260695635690e+05	3.105662770240837389e+01	2.069140400237705180e+00	1.911411157595359356e+01	3.348099726116967462e-02	8.191202165934256739e-06	7.178256920418120135e-01	4.639693754825025995e-06	1.606561504692307208e+05	5.220771789463163259e+03	3.117346436604180781e+03	3.236527934686945969e+02	3.374465770100630591e-02	1.282928397040585260e+05	6.717727688887114024e-01	9.318697484694422536e-03
8.600000000000000000e+01	1.327554603635914391e+05	3.106015535079522039e+01	2.053196828264750362e+00	1.926088125471898849e+01	3.348012181724922126e-02	8.241988309808901086e-06	7.177915594211813355e-01	4.639484345532812175e-06	1.606578514704739209e+05	5.220603332904535819e+03	3.117337549471441889e+03	3.236442191823160215e+02	3.374365039452188048e-02	1.282986303718909330e+05	6.717412864031151454e-01	9.317896337408867330e-03
8.650000000000000000e+01	1.317304380878618103e+05	3.106374040687375171e+01	2.037142153308672654e+00	1.941209850041209606e+01	3.347924597506148764e-02	8.293406822087521002e-06	7.177573755466812866e-01	4.639274931083135864e-06	1.606595528308424400e+05	5.220434859912385946e+03	3.117328661991239187e+03	3.236356463666957097e+02	3.374264535630520229e-02	1.283044217051213491e+05	6.717098049191650988e-01	9.317619210671404875e-03
8.700000000000000000e+01	1.306964432715995936e+05	3.106721895392768218e+01	2.020959179352384893e+00	1.956564397009706013e+01	3.347836973451035619e-02	8.345469588939470691e-06	7.177231402796661053e-01	4.639065511476424816e-06	1.606612545504044392e+05	5.220266370481273043e+03	3.117319774161885107e+03	3.236270750221189587e+02	3.374164259296905805e-02	1.283102137038474757e+05	6.716783244368486061e-01	9.316715290098771113e-03
8.750000000000000000e+01	1.296551203324613452e+05	3.107077788610181557e+01	2.004661030994002058e+00	1.972421476423824060e+01	3.347749309549932079e-02	8.398188796300326466e-06	7.176888534806035169e-01	4.638856086713099157e-06	1.606629566292283125e+05	5.220097864605730138e+03	3.117310885981688898e+03	3.236185051488721456e+02	3.374064211116913070e-02	1.283160063681670435e+05	6.716468449561522336e-01	9.316478945770440695e-03
8.800000000000000000e+01	1.286042009683623764e+05	3.107420566347181889e+01	1.988226459756307074e+00	1.988505601282105317e+01	3.347661605793148670e-02	8.451576939381884798e-06	7.176545150090651859e-01	4.638646656793584945e-06	1.606646590673828323e+05	5.219929342280258425e+03	3.117301997448957081e+03	3.236099367472423296e+02	3.373964391760456150e-02	1.283217996981777833e+05	6.716153664770621035e-01	9.315449244859261291e-03
8.850000000000000000e+01	1.275458097776069771e+05	3.107774380802509029e+01	1.971672675574493772e+00	2.005162653208697421e+01	3.347573862170953596e-02	8.505646832546499711e-06	7.176201247237159464e-01	4.638437221718312474e-06	1.606663618649367709e+05	5.219760803499332724e+03	3.117293108561996178e+03	3.236013698175177069e+02	3.373864801901847732e-02	1.283275936939773092e+05	6.715838889995628946e-01	9.315272439727090986e-03
8.900000000000000000e+01	1.264770981425598875e+05	3.108111823722367362e+01	1.954973253370391406e+00	2.022033530540877777e+01	3.347486078673581056e-02	8.560411619562202163e-06	7.175856824823003688e-01	4.638227781487706106e-06	1.606680650219591334e+05	5.219592248257404208e+03	3.117284219319110434e+03	3.235928043599873263e+02	3.373765442219858052e-02	1.283333883556633082e+05	6.715524125236400632e-01	9.314087406343693476e-03
8.950000000000000000e+01	1.254008133737529715e+05	3.108464236826437244e+01	1.938150712986807855e+00	2.039564003049872198e+01	3.347398255291219454e-02	8.615884784255767347e-06	7.175511881416313242e-01	4.638018336102195288e-06	1.606697685385191289e+05	5.219423676548884032e+03	3.117275329718601824e+03	3.235842403749412028e+02	3.373666313397768318e-02	1.283391836833334964e+05	6.715209370492767338e-01	9.313995413602008805e-03
9.000000000000000000e+01	1.243133589784476644e+05	3.108795960273932479e+01	1.921171984857559911e+00	2.057284495376428168e+01	3.347310392014022501e-02	8.672080161581920824e-06	7.175166415575799927e-01	4.637808885562211158e-06	1.606714724146861990e+05	5.219255088368166071e+03	3.117266439758770957e+03	3.235756778626702612e+02	3.373567416123429696e-02	1.283449796770855028e+05	6.714894625764563640e-01	9.312616829430457599e-03
9.050000000000000000e+01	1.232182926057640871e+05	3.109147842859815469e+01	1.904066510380495458e+00	2.075772422699937181e+01	3.347222488832106435e-02	8.729011949127748476e-06	7.174820425850613193e-01	4.637599429868183164e-06	1.606731766505298729e+05	5.219086483709614185e+03	3.117257549437917078e+03	3.235671168234663924e+02	3.373468751089325063e-02	1.283507763370169705e+05	6.714579891051619676e-01	9.312643727358739867e-03
9.100000000000000000e+01	1.221110494756075495e+05	3.109473284993260833e+01	1.886792649562065272e+00	2.094411592583625747e+01	3.347134545735542394e-02	8.786694719072410398e-06	7.174473910780220232e-01	4.637389969020543292e-06	1.606748812461200287e+05	5.218917862567558586e+03	3.117248658754337157e+03	3.235585572576223399e+02	3.373370318992623823e-02	1.283565736632255139e+05	6.714265166353747816e-01	9.311021828652831303e-03
9.150000000000000000e+01	1.209962456670547690e+05	3.109825770124020039e+01	1.869388895395781569e+00	2.113953825234895945e+01	3.347046562714364737e-02	8.845143430623293872e-06	7.174126868894286080e-01	4.637180503019726915e-06	1.606765862015265157e+05	5.218749224936304017e+03	3.117239767706327257e+03	3.235499991654319274e+02	3.373272120535249913e-02	1.283623716558087908e+05	6.713950451670763764e-01	9.311213642273892532e-03
9.200000000000000000e+01	1.198680567416011036e+05	3.110144120611150953e+01	1.851802497948122017e+00	2.133587409975196536e+01	3.346958539758571050e-02	8.904373442950989134e-06	7.173779298712530395e-01	4.636971031866165176e-06	1.606782915168196196e+05	5.218580570810127938e+03	3.117230876292179346e+03	3.235414425471899449e+02	3.373174156423939390e-02	1.283681703148644156e+05	6.713635747002476561e-01	9.309283186467197380e-03
9.250000000000000000e+01	1.187324868017948465e+05	3.110498699715750348e+01	1.834083829650571928e+00	2.154296481282074183e+01	3.346870476858115201e-02	8.964400528646432144e-06	7.173431198744616433e-01	4.636761555560295141e-06	1.606799971920696262e+05	5.218411900183280522e+03	3.117221984510187667e+03	3.235328874031918076e+02	3.373076427370306357e-02	1.283739696404899878e+05	6.713321052348678597e-01	9.309702224370742032e-03
9.300000000000000000e+01	1.175820645810685091e+05	3.110808798199368397e+01	1.816165664695786885e+00	2.175007267090921914e+01	3.346782374002913590e-02	9.025240887725127315e-06	7.173082567489986738e-01	4.636552074102554729e-06	1.606817032273471705e+05	5.218243213049975566e+03	3.117213092358640552e+03	3.235243337337343519e+02	3.372978934090907488e-02	1.283797696327830636e+05	6.713006367709168920e-01	9.307377080663948102e-03
9.350000000000000000e+01	1.164246222707245761e+05	3.111167456504433204e+01	1.798114027166121565e+00	2.197015124271388586e+01	3.346694231182845147e-02	9.086911162204489660e-06	7.172733403437751010e-01	4.636342587493379312e-06	1.606834096227228583e+05	5.218074509404411401e+03	3.117204199835827694e+03	3.235157815391148688e+02	3.372881677307310033e-02	1.283855702918412717e+05	6.712691693083727706e-01	9.308107957808243668e-03
9.400000000000000000e+01	1.152505245132200944e+05	3.111467647053485663e+01	1.779842729904662857e+00	2.218893115849717645e+01	3.346606048387745780e-02	9.149428451281867145e-06	7.172383705066524007e-01	4.636133095733205114e-06	1.606851163782677322e+05	5.217905789240747254e+03	3.117195306940036062e+03	3.235072308196320137e+02	3.372784657746158432e-02	1.283913716177622555e+05	6.712377028472138463e-01	9.305273615662211506e-03
9.450000000000000000e+01	1.140700222772814159e+05	3.111833056029261613e+01	1.761438506226177703e+00	2.242356040801239914e+01	3.346517825607415314e-02	9.212810327142342189e-06	7.172033470844307868e-01	4.635923598822477673e-06	1.606868234940529219e+05	5.217737052553119611e+03	3.117186413669549893e+03	3.234986815755851239e+02	3.372687876139242313e-02	1.283971736106434400e+05	6.712062373874171373e-01	9.306431671719116519e-03
9.500000000000000000e+01	1.128706210910970840e+05	3.112120976970039976e+01	1.742790196285708637e+00	2.265498256956166045e+01	3.346429562831611249e-02	9.277074851426996948e-06	7.171682699228306701e-01	4.635714096761633212e-06	1.606885309701496735e+05	5.217568299335632219e+03	3.117177520022652971e+03	3.234901338072745602e+02	3.372591333223570742e-02	1.284029762705824542e+05	6.711747729289594400e-01	9.302934789258738776e-03
9.550000000000000000e+01	1.116657880449286604e+05	3.112496770284214875e+01	1.724012060311300276e+00	2.290603446289612322e+01	3.346341260050050143e-02	9.342240592394060022e-06	7.171331388664815565e-01	4.635504589551116423e-06	1.606902388066295534e+05	5.217399529582363357e+03	3.117168625997626805e+03	3.234815875150017064e+02	3.372495029741441608e-02	1.284087795976767957e+05	6.711433094718159964e-01	9.304677936975312355e-03
9.600000000000000000e+01	1.104392300422874396e+05	3.112769048328592092e+01	1.704959861396647236e+00	2.315113067874415975e+01	3.346252917252415249e-02	9.408326642807212303e-06	7.170979537589047270e-01	4.635295077191368610e-06	1.606919470035642153e+05	5.217230743287364930e+03	3.117159731592750632e+03	3.234730426990687988e+02	3.372398966440515178e-02	1.284145835920240497e+05	6.711118470159632698e-01	9.300311645932472782e-03
9.650000000000000000e+01	1.092087130587296269e+05	3.113160221220542567e+01	1.685784630143021934e+00	2.342087559377504391e+01	3.346164534428345411e-02	9.475352638587191491e-06	7.170627144424979171e-01	4.635085559682835312e-06	1.606936555610255455e+05	5.217061940444657012e+03	3.117150836806303687e+03	3.234644993597790403e+02	3.372303144073891118e-02	1.284203882537216559e+05	6.710803855613749480e-01	9.302857171787798710e-03
9.700000000000000000e+01	1.079528672600116988e+05	3.113412023203112966e+01	1.666298057074793837e+00	2.368071987881099005e+01	3.346076111567439226e-02	9.543338778265035363e-06	7.170274207585181081e-01	4.634876037025961222e-06	1.606953644790856924e+05	5.216893121048228750e+03	3.117141941636562024e+03	3.234559574974366001e+02	3.372207563400184127e-02	1.284261935828672285e+05	6.710489251080252737e-01	9.297340242225074491e-03
9.750000000000000000e+01	1.066952372691908822e+05	3.113825512307074206e+01	1.646700555878687133e+00	2.397194954596211502e+01	3.345987648659259212e-02	9.612305843277443504e-06	7.169920725470683154e-01	4.634666509221191879e-06	1.606970737578169210e+05	5.216724285092048376e+03	3.117133046081799876e+03	3.234474171123466135e+02	3.372112225183603040e-02	1.284319995795581926e+05	6.710174656558871575e-01	9.300988837346193736e-03
9.800000000000000000e+01	1.054076259845886962e+05	3.114049904165442584e+01	1.626744709768187747e+00	2.424762060701215560e+01	3.345899145693324167e-02	9.682275219146995398e-06	7.169566696470773826e-01	4.634456976268974516e-06	1.606987833972916414e+05	5.216555432570046833e+03	3.117124150140289657e+03	3.234388782048151825e+02	3.372017130194029932e-02	1.284378062438920897e+05	6.709860072049339541e-01	9.293935782161335396e-03
9.850000000000000000e+01	1.041213927867806779e+05	3.114495319175767918e+01	1.606697731990732958e+00	2.456382050932424477e+01	3.345810602659116811e-02	9.753268917592761359e-06	7.169212118962865476e-01	4.634247438169759756e-06	1.607004933975825552e+05	5.216386563476136871e+03	3.117115253810303784e+03	3.234303407751492045e+02	3.371922279207102691e-02	1.284436135759663302e+05	6.709545497551364646e-01	9.299106722977542108e-03
9.900000000000000000e+01	1.027990986263506784e+05	3.114683049930120617e+01	1.586231864696085792e+00	2.485633223916016377e+01	3.345722019546080311e-02	9.825309599619094225e-06	7.168856991312271276e-01	4.634037894923993983e-06	1.607022037587625673e+05	5.216217677804192135e+03	3.117106357090110578e+03	3.234218048236568279e+02	3.371827673004300363e-02	1.284494215758784558e+05	6.709230933064671554e-01	9.289981543597810101e-03
9.950000000000000000e+01	1.014827405576518941e+05	3.115178320101257725e+01	1.565703941440164781e+00	2.520194070957369092e+01	3.345633396343612731e-02	9.898420599633684657e-06	7.168501311872086390e-01	4.633828346532132903e-06	1.607039144809046120e+05	5.216048775548063531e+03	3.117097459977978360e+03	3.234132703506469966e+02	3.371733312373024344e-02	1.284552302437258477e+05	6.708916378588959395e-01	9.297255507987323142e-03
